name,timeout,n,m,density,deg_min,deg_avg,deg_max,deg_var,deg_coeff_of_var,deg_heterogeneity,num_cc,max_cc_n,max_cc_m,max_cc_density,max_cc_radius,max_cc_diameter,max_cc_avg_dist,average_clustering_estimate,num_triangles
pace2023-exact_014,100,30,175,0.40229885057471265,2,11.666666666666666,18,19.088888888888892,0.37449285434996443,-0.4265564646026639,1,30,175,0.40229885057471265,2,3,2.5,0.5294234578058107,358
pace2023-exact_015,100,30,178,0.4091954022988506,4,11.866666666666667,22,12.315555555555553,0.29573195928655854,-0.5291017394177782,1,30,178,0.4091954022988506,2,3,2.2666666666666666,0.4878612225980648,333
pace2023-exact_016,100,30,195,0.4482758620689655,2,13.0,21,18.266666666666666,0.32876554717588935,-0.4831137004244834,1,30,195,0.4482758620689655,2,3,2.3333333333333335,0.5550951642669909,474
pace2023-exact_017,100,30,207,0.47586206896551725,2,13.8,21,20.16,0.3253615118933862,-0.4876338225144927,1,30,207,0.47586206896551725,2,3,2.3333333333333335,0.556971351948132,540
pace2023-exact_019,100,32,90,0.1814516129032258,3,5.625,11,3.859375,0.3492496365667047,-0.45686403714551077,1,32,90,0.1814516129032258,3,4,3.375,0.1810741341991342,28
pace2023-exact_018,100,31,52,0.11182795698924732,1,3.3548387096774195,9,4.551508844953174,0.6359252216840944,-0.1965939499479712,1,31,52,0.11182795698924732,3,6,4.548387096774194,0.13983614951356885,9
pace2023-exact_020,100,32,90,0.1814516129032258,4,5.625,8,1.734375,0.23412563895228308,-0.6305510243820149,1,32,90,0.1814516129032258,3,4,3.1875,0.1450892857142857,18
pace2023-exact_021,100,33,46,0.08712121212121213,1,2.787878787878788,8,2.9550045913682275,0.6166023740731666,-0.20999480746404994,1,33,46,0.08712121212121213,4,8,5.909090909090909,0.09090909090909093,3
pace2023-exact_022,100,33,135,0.2556818181818182,1,8.181818181818182,19,20.99724517906336,0.5600558467156014,-0.25176866458108194,1,33,135,0.2556818181818182,3,6,4.303030303030303,0.5077750222487065,252
pace2023-exact_023,100,36,141,0.22380952380952382,1,7.833333333333333,28,44.861111111111114,0.8550438849961753,-0.0680115946021566,1,36,141,0.22380952380952382,2,3,2.7777777777777777,0.5359777095621796,181
pace2023-exact_024,100,40,89,0.1141025641025641,1,4.45,12,11.547500000000001,0.7636317455076943,-0.1171160255216394,3,35,85,0.14285714285714285,3,5,4.0,0.47198773448773457,65
pace2023-exact_025,100,42,94,0.1091753774680604,2,4.476190476190476,6,1.1541950113378683,0.2400109398442229,-0.6197689624313194,1,42,94,0.1091753774680604,5,9,7.166666666666667,0.34523809523809523,33
pace2023-exact_026,100,44,95,0.10042283298097252,1,4.318181818181818,9,2.6714876033057853,0.3785085178182148,-0.4219243428486507,1,44,95,0.10042283298097252,5,7,5.818181818181818,0.3071789321789322,36
pace2023-exact_027,100,46,116,0.11207729468599034,3,5.043478260869565,10,3.389413988657844,0.36503302344379523,-0.4376678444458272,1,46,116,0.11207729468599034,5,9,7.217391304347826,0.6570738440303657,106
pace2023-exact_028,100,47,79,0.0730804810360777,2,3.3617021276595747,5,0.48619284744228164,0.20741733681232835,-0.6831549462726543,1,47,79,0.0730804810360777,8,16,12.170212765957446,0.27588652482269505,18
pace2023-exact_029,100,48,64,0.05673758865248227,1,2.6666666666666665,9,2.1388888888888893,0.5484352742120078,-0.26087462006968376,1,48,64,0.05673758865248227,4,8,6.354166666666667,0.06860119047619048,5
pace2023-exact_030,100,48,78,0.06914893617021277,2,3.25,5,0.9791666666666666,0.30447030992404917,-0.5164550506988093,1,48,78,0.06914893617021277,8,16,12.354166666666666,0.1722222222222222,13
pace2023-exact_031,100,48,80,0.07092198581560284,1,3.3333333333333335,7,1.0555555555555556,0.3082207001484488,-0.5111381973555761,1,48,80,0.07092198581560284,5,10,8.0,0.0564484126984127,5
pace2023-exact_032,100,48,94,0.08333333333333333,1,3.9166666666666665,8,1.8680555555555554,0.3489621163161005,-0.4572217179345135,1,48,94,0.08333333333333333,5,9,7.1875,0.3330357142857144,30
pace2023-exact_033,100,51,110,0.08627450980392157,2,4.313725490196078,6,1.1564782775855438,0.24929653092367432,-0.603283764862404,1,51,110,0.08627450980392157,6,12,9.588235294117647,0.2379084967320261,32
pace2023-exact_034,100,51,240,0.18823529411764706,3,9.411764705882353,13,8.98731257208766,0.31852524756027323,-0.4968561380804764,1,51,240,0.18823529411764706,4,6,5.294117647058823,0.6282623694388396,428
pace2023-exact_035,100,52,53,0.03996983408748114,2,2.0384615384615383,4,0.07544378698224853,0.13474393261401607,-0.8704907815518208,1,52,53,0.03996983408748114,19,26,21.01923076923077,0.0,0
pace2023-exact_036,100,52,87,0.06561085972850679,2,3.3461538461538463,5,0.9571005917159764,0.2923700538385495,-0.5340671122842684,1,52,87,0.06561085972850679,9,17,13.211538461538462,0.12051282051282054,13
pace2023-exact_037,100,52,96,0.07239819004524888,2,3.6923076923076925,8,1.5207100591715974,0.3339837404558624,-0.47627467570994003,1,52,96,0.07239819004524888,6,9,7.230769230769231,0.2707417582417583,19
pace2023-exact_038,100,52,141,0.10633484162895927,3,5.423076923076923,16,6.705621301775147,0.47750040785852216,-0.32102625312603605,1,52,141,0.10633484162895927,4,7,5.8076923076923075,0.6025613275613275,142
pace2023-exact_039,100,53,157,0.11393323657474601,3,5.9245283018867925,16,8.484870060519759,0.4916644634117157,-0.308331180568758,1,53,157,0.11393323657474601,4,7,5.69811320754717,0.6181770535544119,185
pace2023-exact_040,100,54,85,0.0593990216631726,1,3.1481481481481484,11,2.53360768175583,0.5056086811045717,-0.29618547799417205,1,54,85,0.0593990216631726,9,18,14.0,0.42278338945005606,29
pace2023-exact_041,100,54,100,0.06988120195667366,1,3.7037037037037037,24,11.652949245541844,0.9216832427683603,-0.03541830839746773,1,54,100,0.06988120195667366,3,6,4.62962962962963,0.2867597065664698,37
pace2023-exact_042,100,54,124,0.08665269042627533,2,4.592592592592593,15,4.834019204389573,0.4787361961179299,-0.31990373529223004,1,54,124,0.08665269042627533,4,7,5.833333333333333,0.5586860670194002,78
pace2023-exact_043,100,54,159,0.1111111111111111,3,5.888888888888889,12,4.54320987654321,0.36194954892926184,-0.44135196026403023,1,54,159,0.1111111111111111,4,8,6.222222222222222,0.7086927475816365,188
pace2023-exact_044,100,56,64,0.04155844155844156,2,2.2857142857142856,5,0.3469387755102041,0.2576941016011038,-0.5888955219667877,1,56,64,0.04155844155844156,12,24,18.607142857142858,0.12380952380952381,4
pace2023-exact_045,100,56,87,0.05649350649350649,1,3.107142857142857,10,2.845663265306122,0.5429133645342318,-0.26526946747669977,2,54,86,0.06009783368273934,6,11,8.555555555555555,0.2636904761904762,17
pace2023-exact_046,100,57,107,0.06704260651629072,2,3.754385964912281,8,1.237919359803016,0.29635158870482103,-0.5281927402188293,1,57,107,0.06704260651629072,7,13,9.701754385964913,0.27786131996658325,28
pace2023-exact_047,100,59,104,0.06078316773816481,1,3.5254237288135593,5,0.9273197357081299,0.2731513982950345,-0.563596571937745,1,59,104,0.06078316773816481,7,13,10.40677966101695,0.2587570621468926,30
pace2023-exact_048,100,60,103,0.05819209039548023,2,3.433333333333333,6,1.1455555555555559,0.31173969627188985,-0.5062078920634138,1,60,103,0.05819209039548023,8,16,12.733333333333333,0.13722222222222225,16
pace2023-exact_049,100,62,71,0.0375462718138551,1,2.2903225806451615,5,0.43184183142559845,0.28692322235863893,-0.5422343003630289,1,62,71,0.0375462718138551,17,34,26.887096774193548,0.07956989247311828,5
pace2023-exact_050,100,62,108,0.05711263881544157,1,3.4838709677419355,6,0.7981269510926119,0.25643300785418943,-0.5910260735124593,1,62,108,0.05711263881544157,13,26,19.870967741935484,0.16236559139784945,18
pace2023-exact_051,100,62,442,0.23373876255949233,1,14.258064516129032,42,158.19146722164413,0.8821266678194544,-0.05446904844504096,2,60,441,0.24915254237288137,3,5,3.6333333333333333,0.6851111274509885,2251
pace2023-exact_052,100,66,122,0.05687645687645688,1,3.696969696969697,9,4.4536271808999075,0.5708355851304967,-0.2434889613736164,3,60,115,0.06497175141242938,8,15,11.566666666666666,0.5207551707551707,89
pace2023-exact_053,100,72,174,0.06807511737089202,1,4.833333333333333,15,7.444444444444445,0.5645070877153414,-0.24833060088456166,5,56,152,0.0987012987012987,4,8,6.678571428571429,0.5846530784030786,186
pace2023-exact_054,100,73,132,0.0502283105022831,1,3.6164383561643834,15,10.70219553387127,0.9045974808651147,-0.043544626017364384,11,31,93,0.2,3,6,4.612903225806452,0.314643651629953,102
pace2023-exact_056,100,74,116,0.042947056645686786,1,3.135135135135135,11,4.252008765522279,0.6577196400073266,-0.1819591895844782,8,52,94,0.07088989441930618,4,8,6.538461538461538,0.5293309543309543,65
pace2023-exact_057,100,78,93,0.030969030969030968,1,2.3846153846153846,4,0.5187376725838263,0.3020338044126481,-0.519944446949225,1,78,93,0.030969030969030968,15,28,22.153846153846153,0.0,0
pace2023-exact_055,100,164,13193,0.9870567110579082,121,160.890243902439,163,25.475758477096967,0.03137139647251536,-1.5034661486019407,1,164,13193,0.9870567110579082,1,2,1.5,0.9889744389705751,696019
pace2023-exact_058,100,78,93,0.030969030969030968,1,2.3846153846153846,4,0.5187376725838263,0.3020338044126481,-0.519944446949225,1,78,93,0.030969030969030968,15,28,22.153846153846153,0.0,0
pace2023-exact_059,100,79,93,0.03018500486854917,1,2.3544303797468356,4,0.5579234097099822,0.3172498600415468,-0.4985985608272602,1,79,93,0.03018500486854917,15,29,22.89873417721519,0.0,0
pace2023-exact_060,100,80,94,0.029746835443037974,1,2.35,4,0.5525,0.3162993350493299,-0.4999017210931621,1,80,94,0.029746835443037974,16,30,23.6125,0.0,0
pace2023-exact_061,100,80,130,0.04113924050632911,1,3.25,8,2.2625,0.46281873712280996,-0.33458906704025393,6,46,82,0.07922705314009662,6,11,8.456521739130435,0.6045238095238094,60
pace2023-exact_062,100,81,155,0.047839506172839504,1,3.8271604938271606,9,4.1923487273281514,0.5349978361670576,-0.271647974507009,4,60,119,0.0672316384180791,8,16,12.716666666666667,0.5352537722908092,127
pace2023-exact_064,100,84,85,0.02438324727481354,1,2.0238095238095237,4,0.8327664399092972,0.4509121858055718,-0.34590802781916447,1,84,85,0.02438324727481354,22,43,31.833333333333332,0.0,0
pace2023-exact_063,100,82,89,0.026799156880457694,1,2.1707317073170733,4,0.726948245092207,0.39277659085277605,-0.40585440369164505,1,82,89,0.026799156880457694,15,29,20.573170731707318,0.036585365853658534,2
pace2023-exact_065,100,93,139,0.032491818606825616,1,2.989247311827957,7,2.526766100127182,0.5317661315597126,-0.27427932654774856,10,51,96,0.07529411764705882,9,17,12.92156862745098,0.48376856118791617,69
pace2023-exact_066,100,94,98,0.022420498741706704,1,2.0851063829787235,5,0.2906292440018108,0.25854815223101896,-0.5874585616580681,2,59,64,0.037405026300409115,17,33,25.322033898305083,0.03120567375886525,2
pace2023-exact_068,100,103,151,0.028745478774033887,1,2.9320388349514563,10,3.3643133188801957,0.6255737246549994,-0.20372150080017115,15,59,112,0.06545879602571596,8,15,11.491525423728813,0.5768377253814148,95
pace2023-exact_067,100,100,100,0.020202020202020204,1,2.0,4,0.64,0.4,-0.3979400086720376,2,91,91,0.022222222222222223,14,27,20.21978021978022,0.0,0
pace2023-exact_069,100,128,253,0.031126968503937008,1,3.953125,10,5.232177734375,0.5786296674224668,-0.23759930302892696,10,59,120,0.0701344243132671,7,14,10.966101694915254,0.6415426587301588,219
pace2023-exact_070,100,140,6480,0.6659815005138746,28,92.57142857142857,127,392.97346938775513,0.21414337825446822,-0.6692953503218463,1,140,6480,0.6659815005138746,2,3,2.0142857142857142,0.7780704549310961,157648
pace2023-exact_071,100,141,6404,0.6488348530901722,19,90.83687943262412,126,396.8882852975202,0.21931681682883977,-0.6589280661065493,1,141,6404,0.6488348530901722,2,3,2.028368794326241,0.7597248105476,149990
pace2023-exact_072,100,141,6417,0.6501519756838906,26,91.02127659574468,127,435.56692319299833,0.22928968822648144,-0.6396154762209459,1,141,6417,0.6501519756838906,2,3,2.0425531914893615,0.7765318030323669,153784
pace2023-exact_073,100,141,6477,0.6562310030395136,13,91.87234042553192,131,393.48724913233735,0.21591387502140957,-0.6657194482094728,1,141,6477,0.6562310030395136,2,3,2.028368794326241,0.7681505069382502,154368
pace2023-exact_074,100,141,6607,0.6694022289766971,14,93.71631205673759,131,326.7138473919823,0.19287173229443988,-0.7147314188472141,1,141,6607,0.6694022289766971,2,2,2.0,0.7659891243797591,159327
pace2023-exact_075,100,141,6609,0.6696048632218845,25,93.74468085106383,128,415.25396106835666,0.21737533136186304,-0.6627897429603918,1,141,6609,0.6696048632218845,2,3,2.049645390070922,0.7843568670575204,164819
pace2023-exact_076,100,141,6731,0.6819655521783181,15,95.47517730496453,129,423.22810723806646,0.21547494449579985,-0.6666032224862722,1,141,6731,0.6819655521783181,2,3,2.0141843971631204,0.7888307263872861,172016
pace2023-exact_077,100,141,7025,0.7117527862208713,14,99.64539007092199,130,407.33524470600065,0.20254372037448481,-0.6934812170520351,1,141,7025,0.7117527862208713,2,2,2.0,0.8067347674160316,191505
pace2023-exact_078,100,143,6625,0.6525164975869201,8,92.65734265734265,126,420.65880972174676,0.22135286807184404,-0.6549148464897143,1,143,6625,0.6525164975869201,2,3,2.0839160839160837,0.7710523227336756,160865
pace2023-exact_079,100,143,6760,0.6658130601792573,9,94.54545454545455,133,414.8353464717101,0.21542555612585693,-0.6667027772400931,1,143,6760,0.6658130601792573,2,3,2.013986013986014,0.7697934284087709,167014
pace2023-exact_080,100,143,7061,0.6954594701073574,7,98.75524475524476,129,404.03100396107396,0.2035387844931212,-0.6913528233604569,1,143,7061,0.6954594701073574,2,2,2.0,0.7934430889699233,187299
pace2023-exact_081,100,143,7068,0.6961489215010341,15,98.85314685314685,136,418.2931194679446,0.20689493623590827,-0.6842501385837328,1,143,7068,0.6961489215010341,2,2,2.0,0.7960341477763668,188477
pace2023-exact_082,100,143,7209,0.7100364424308087,9,100.82517482517483,134,399.654750843562,0.1982775327937288,-0.7027264937447749,1,143,7209,0.7100364424308087,2,2,2.0,0.7977040968896963,196825
pace2023-exact_083,100,164,10774,0.8060751159658835,9,131.390243902439,158,551.6403926234385,0.17875776276339544,-0.7477350893752508,1,164,10774,0.8060751159658835,2,3,2.0121951219512195,0.8694059499864577,418298
pace2023-exact_084,100,200,12048,0.605427135678392,99,120.48,134,40.9396,0.053107619949452324,-1.274843161318216,1,200,12048,0.605427135678392,2,2,2.0,0.6049747082855031,291129
pace2023-exact_085,100,200,13089,0.6577386934673367,112,130.89,147,41.66790000000001,0.04931673753962333,-1.3070056610990792,1,200,13089,0.6577386934673367,2,2,2.0,0.6574214510430445,373436
pace2023-exact_086,100,200,13868,0.6968844221105528,120,138.68,161,38.49759999999999,0.04474072268870768,-1.3492970051034257,1,200,13868,0.6968844221105528,2,2,2.0,0.6966336586563736,444234
pace2023-exact_087,100,200,13930,0.7,103,139.3,164,341.33,0.1326282728131243,-0.8773638860527682,1,200,13930,0.7,2,2,2.0,0.7297431781992297,484808
pace2023-exact_088,100,200,13930,0.7,125,139.3,155,26.53,0.03697579399763363,-1.432082491432799,1,200,13930,0.7,2,2,2.0,0.7262960029130886,466912
pace2023-exact_089,100,200,14834,0.7454271356783919,130,148.34,165,34.2944,0.03947783520816547,-1.4036466701595638,1,200,14834,0.7454271356783919,2,2,2.0,0.7450990905150426,543700
pace2023-exact_090,100,202,4574,0.2253090980739865,2,45.28712871287129,110,984.0066660131359,0.6926665793671613,-0.15947576623434961,1,202,4574,0.2253090980739865,2,4,3.3613861386138613,0.800812499306096,70731
pace2023-exact_092,100,478,8562,0.07510328675561169,1,35.82426778242678,178,1474.1532186061172,1.071751228388268,0.030093989949818108,1,478,8562,0.07510328675561169,3,4,3.4790794979079496,0.20939231246588474,31353
pace2023-exact_093,100,700,5977,0.024430819538115676,10,17.077142857142857,18,1.4826204081632652,0.07130168208329117,-1.1469002245538213,1,700,5977,0.024430819538115676,5,6,5.048571428571429,0.16448677186492447,5278
pace2023-exact_094,100,822,4518,0.013389404055940326,2,10.992700729927007,303,156.9172216598292,1.139543479168659,0.056730900295496406,1,822,4518,0.013389404055940326,4,6,4.692214111922141,0.04527005112692116,918
pace2023-exact_095,100,822,4635,0.01373614161117384,2,11.277372262773723,307,161.4340135329533,1.1266515162412052,0.051789605507327086,1,822,4635,0.01373614161117384,3,6,4.552311435523114,0.04732213165105438,988
pace2023-exact_096,100,822,4698,0.01392284644860727,2,11.430656934306569,310,161.48363436162464,1.1117139799075575,0.04599306698914536,1,822,4698,0.01392284644860727,4,6,4.78345498783455,0.051227324655205214,1170
pace2023-exact_097,100,899,2920,0.00723397192128844,1,6.496106785317019,123,158.20771565489278,1.936246628476434,0.28696067454500024,3,895,2918,0.007293814755102296,5,9,6.408938547486033,0.1219890114163834,2874
pace2023-exact_098,100,909,2782,0.006741202754636697,1,6.121012101210121,129,143.3758951252661,1.956207110012477,0.2914148330558366,3,903,2778,0.006821312550183792,4,8,5.580287929125139,0.10823937149901759,2348
pace2023-exact_100,100,916,2994,0.0071443911518362085,1,6.537117903930131,133,157.88617684636068,1.9221431855697673,0.2837857362912302,3,912,2992,0.00720241878021068,5,10,7.413377192982456,0.12248472930779282,2680
pace2023-exact_099,100,912,3041,0.007320372831089799,1,6.668859649122807,134,154.14253905047707,1.861699905670154,0.269909676744641,3,908,3039,0.007380190296713277,5,9,6.244493392070485,0.10678349234221535,2534
pace2023-exact_091,100,1079,14630,0.025155567324242022,0,27.1177015755329,41,68.86381084328761,0.3060149536225976,-0.5142573509135099,30,1050,14630,0.026564982523037815,8,14,11.177142857142858,0.40674020163873226,53419
pace2023-exact_101,100,1000,3984,0.007975975975975975,4,7.968,84,68.27097599999999,1.0369760603253617,0.015768730363385875,1,1000,3984,0.007975975975975975,3,5,4.414,0.028140486127780043,461
pace2023-exact_102,100,1010,3648,0.007159328420453542,1,7.223762376237624,28,23.884583864327027,0.676542973702226,-0.16970461200207018,9,994,3640,0.007375572670666497,6,10,7.207243460764587,0.15162672153155327,1550
pace2023-exact_103,100,1015,4994,0.009704530659437821,4,9.840394088669951,17,10.015905263413334,0.3216122723768027,-0.49266738739922766,1,1015,4994,0.009704530659437821,6,12,8.983251231527094,0.20892624391610254,3094
pace2023-exact_104,100,1024,4916,0.009385691593352884,1,9.6015625,232,271.73382568359375,1.7168404551904237,0.23472993834680742,1,1024,4916,0.009385691593352884,4,6,4.94921875,0.30708359357154835,5694
pace2023-exact_106,100,1049,13426,0.02442529781180186,7,25.597712106768352,1028,8922.297649674978,3.690092079600195,0.5670372033306921,1,1049,13426,0.02442529781180186,2,3,2.8951382268827457,0.12518948323699944,10700
pace2023-exact_105,100,1048,12856,0.02343300013852738,9,24.53435114503817,54,82.93393450265137,0.3711859746482519,-0.43040844206510165,1,1048,12856,0.02343300013852738,5,9,6.719465648854962,0.11481222250644048,10486
pace2023-exact_107,100,1082,12107,0.020702060972502698,1,22.378927911275415,275,1568.194676114951,1.769541328535294,0.24786071025989734,1,1082,12107,0.020702060972502698,3,5,3.946395563770795,0.0,0
pace2023-exact_109,100,1194,11805,0.01657491143900559,11,19.77386934673367,300,1700.5820307567992,2.0854852982344636,0.31920713260517697,1,1194,11805,0.01657491143900559,3,4,3.379396984924623,0.5286148737100083,35735
pace2023-exact_110,100,1224,5822,0.007778472522833063,4,9.513071895424837,29,10.318456576530393,0.33766542330391097,-0.4715134085298992,1,1224,5822,0.007778472522833063,12,24,18.568627450980394,0.27877510795867794,4424
pace2023-exact_108,100,1182,17447,0.024996740552257903,8,29.521150592216582,61,214.2444765103169,0.4958171410884699,-0.30467846314412467,1,1182,17447,0.024996740552257903,5,10,8.739424703891709,0.7465035298716715,113664
pace2023-exact_112,100,1258,7513,0.009502272172495394,2,11.94435612082671,206,309.38641091292357,1.4726104357341776,0.16808787380312282,1,1258,7513,0.009502272172495394,5,8,6.01033386327504,0.06131827458520457,3414
pace2023-exact_113,100,1260,3767,0.004749297124197839,3,5.979365079365079,7,2.9821138825900726,0.28880655192551447,-0.5393929584956806,1,1260,3767,0.004749297124197839,6,7,6.146031746031746,0.0013756613756613766,12
pace2023-exact_114,100,1350,5215,0.00572715042692804,4,7.725925925925926,16,27.456735253772294,0.678225177879803,-0.16862609186359737,1,1350,5215,0.00572715042692804,4,6,5.6177777777777775,0.0028025308025307998,45
pace2023-exact_116,100,1365,5263,0.005653486298647589,4,7.7113553113553115,16,27.617783144816116,0.6814965997266109,-0.16653630670187378,1,1365,5263,0.005653486298647589,4,6,5.624175824175824,0.002658294086865513,40
pace2023-exact_111,100,1477,18499,0.016971154816490617,2,25.04942450914015,69,413.71929046095653,0.81199832402025,-0.09044486714984487,1,1477,18499,0.016971154816490617,5,7,5.704129993229519,0.022696245356891045,7970
pace2023-exact_118,100,1413,3955,0.003964602266689923,1,5.598018400566171,41,28.40316663235781,0.9520265479934933,-0.021350940810565884,7,1371,3915,0.004168729735341564,24,47,32.89934354485777,0.05692326082877503,770
pace2023-exact_119,100,1473,9093,0.008387385991322058,1,12.34623217922607,21,26.656769578136256,0.41818583593652026,-0.3786306809367681,10,982,7447,0.015460760560631634,15,30,22.938900203665987,0.5088726082076954,20936
pace2023-exact_115,100,1900,8797,0.00487625065824118,1,9.26,27,15.826084210526316,0.42961135285748264,-0.3669242505435758,1,1900,8797,0.00487625065824118,5,7,6.235263157894737,0.003307507435361647,99
pace2023-exact_120,100,1488,3777,0.0034139965724450617,1,5.076612903225806,40,26.85837777488727,1.0208591829640086,0.008965839756430012,4,1451,3743,0.0035580693457544143,30,60,44.9276361130255,0.06297948771284348,767
pace2023-exact_122,100,1505,4700,0.004152823920265781,1,6.245847176079734,42,72.1189611593691,1.3596695684782767,0.1334333774712431,18,1471,4683,0.0043313586481499465,6,8,7.2324949014276,0.0,0
pace2023-exact_117,100,1409,21147,0.02131891573649913,7,30.017033356990773,66,218.56039119902925,0.492513298863367,-0.3075820381714489,1,1409,21147,0.02131891573649913,9,17,12.789921930447125,0.7457539952805148,138798
pace2023-exact_123,100,1506,6146,0.00542326816763952,1,8.162018592297477,54,61.998982379468394,0.9647053808734212,-0.015605299088342132,1,1506,6146,0.00542326816763952,5,8,6.073705179282869,0.0010270015201147415,35
pace2023-exact_121,100,2113,6632,0.002972221027119276,1,6.277330809275911,109,96.29885667097224,1.5632755997645047,0.19403554929604894,1,2113,6632,0.002972221027119276,6,12,8.946994794131566,0.24642937534918363,10404
pace2023-exact_125,100,1589,5273,0.004179394546575718,1,6.6368785399622405,35,13.14127055856401,0.5462039149337223,-0.26264519136578496,2,1417,4504,0.0044894720683867,37,73,53.403669724770644,0.1130233676282133,4655
pace2023-exact_124,100,1586,5511,0.004384579582386895,1,6.949558638083229,79,61.81334469801176,1.1313159188496857,0.05358389816562251,1,1586,5511,0.004384579582386895,5,8,6.609079445145019,0.00256203258321183,36
pace2023-exact_128,100,1700,4200,0.0029082851504345117,3,4.9411764705882355,14,17.584775086505193,0.8486684247915055,-0.07126195570470639,1,1700,4200,0.0029082851504345117,6,7,6.271764705882353,0.0,0
pace2023-exact_127,100,1678,4913,0.0034918191361354594,1,5.855780691299166,36,19.647853949519902,0.7569596977390578,-0.1209272427132407,1,1678,4913,0.0034918191361354594,7,10,8.20441001191895,0.0005429016752020327,2
pace2023-exact_126,100,1632,7281,0.005470750531972446,4,8.922794117647058,24,24.154578467416375,0.550806249438656,-0.2590011408891042,1,1632,7281,0.005470750531972446,4,6,5.4099264705882355,0.006776223060590117,294
pace2023-exact_129,100,1721,5534,0.003739037606583517,1,6.431144683323649,48,77.97681036895634,1.3730756108316622,0.13769445308731784,10,1703,5525,0.0038123088239251533,7,10,7.985907222548444,0.0,0
pace2023-exact_132,100,1813,6367,0.0038762238383808867,1,7.023717595146167,1334,1134.508538413353,4.79553254794158,0.6808368429539892,3,1809,6365,0.003892166502785972,2,4,3.26147042564953,0.6297561761463035,6617
pace2023-exact_130,100,1742,5081,0.0033506747181338043,1,5.8335246842709525,32,18.22372110128506,0.7317917182571536,-0.1356125097654687,1,1742,5081,0.0033506747181338043,6,10,8.156716417910447,0.0010560048447534095,4
pace2023-exact_133,100,1813,6369,0.0038774414365710485,1,7.02592388306674,1334,1134.337441576115,4.79366513922618,0.6806676931799901,3,1809,6367,0.003893389493046077,2,4,3.26147042564953,0.6291216741505106,6619
pace2023-exact_131,100,1742,5118,0.0033750744356246427,1,5.876004592422503,31,18.058103898945614,0.7231925559840674,-0.1407460528198629,1,1742,5118,0.0033750744356246427,6,10,8.15097588978186,0.0010560048447534095,4
pace2023-exact_134,100,1813,6384,0.003886573422997264,1,7.042471042471043,1334,1134.5525260505951,4.782855208195126,0.6796872336351478,3,1809,6382,0.003902561919996869,2,4,3.26147042564953,0.628647065196381,6646
pace2023-exact_136,100,1236,11416,0.014957483327437338,10,18.472491909385113,339,2404.657010295243,2.6546121916628715,0.4240010846180205,1,1236,11416,0.014957483327437338,4,5,4.003236245954692,0.0,0
